TAXON 1,INTERACTION TYPE,BODY PART,TAXON 2,INTERACTION TITLE,REPORTED FOR BOGOTÁ,REMARKS,SOURCE TYPE 1,REFERENCE 1,SOURCE TYPE 2,REFERENCE 2,SOURCE TYPE 3,REFERENCE 3,SOURCE TYPE 4,REFERENCE 4,SOURCE TYPE 5,REFERENCE 5,SOURCE TYPE 6,REFERENCE 6
Coccidae sp.,Consume,general,Passiflora ligularis,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Coccidae sp.,Consume,general,Passiflora loefgrenii,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Coccidae sp.,Consume,general,Passiflora semiciliosa,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Coccidae sp.,Consume,general,Passiflora tripartita,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Membracidae sp.,Consume,la hoja,Rubus sp.,HERBIVORÍA PARCIAL,SI,,Multimedia,"Montoya, A.M. (2018) Determinado por Rodríguez, A. & Montoya, A.M.",,,,,,,,,,
Membracidae sp.,Consume,general,Passiflora adulterina,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Membracidae sp.,Consume,general,Passiflora alata,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Membracidae sp.,Consume,general,Passiflora arborea,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Membracidae sp.,Consume,general,Passiflora bogotensis,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Membracidae sp.,Consume,general,Passiflora cuspidifolia,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Membracidae sp.,Consume,general,Passiflora ligularis,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Membracidae sp.,Consume,general,Passiflora loefgrenii,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Membracidae sp.,Consume,general,Passiflora semiciliosa,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Membracidae sp.,Consume,general,Passiflora tripartita,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Miridae sp.,Consume,la savia,Tecoma stans,HERBIVORÍA PARCIAL,SI,,Artículo Científico,"Muñoz, J.A. (2018) Determinado por García, V. & Muñoz, J.",,,,,,,,,,
Pseudococcidae sp.,Consume,la hoja,Espeletia grandiflora,HERBIVORÍA PARCIAL,SI,"Aunque en la fuente no se especifica que tipo de interacción ocurre entre las cochinillas y las hojas del frailejón, es de amplio conocimiento que de cochinillas harinosas (Coccoidea) en hojas de plantas es por su consumo de savia",Artículo Científico,"Sturm, H., Abouchaar, A. (1981) Observaciones sobre la ecología del páramo andino de Monserrate. Caldasia 13, 223-256.",,,,,,,,,,
Reduviidae sp.,Consume,general,Diptera sp.,DEPREDACIÓN,SI,Registro inferido a partir de una fotografía en la fuente,Libro,"Andrade-C. M.G., Amat-G. G. (2000) Guía preliminar de insectos de Santafé de Bogotá y sus alrededores. Alcaldía Mayor Santa Fe de Bogotá, D.C. Bogotá, Colombia.",,,,,,,,,,
Eulophidae sp.,Es parasitoide de,general,Lepidoptera sp.,OTRAS INTERACCIONES,SI,Parasitoide encontrado en agallas de Myrcianthes. Subfamilia Tetrastichinae. La identidad del hospedero se menciona tentativamente en la fuente.,Artículo Científico,"Pujade-Villar, J., Caicedo, G. (2017) Insectos gallícolas, fitófagos y parasitoides asociados a frutos de Myrcianthes (Myrtaceae) en Colombia. Dugesiana 24, 239-250.",,,,,,,,,,
Formicidae sp.,Consume,la flor,Muehlenbeckia tamnifolia,HERBIVORÍA PARCIAL,SI,La hormiga se reporta como miembro de la subfamilia Dolichoderinae,Multimedia,"Currea. S. (2019) Determinado por García, V.",,,,,,,,,,
Formicidae sp.,Interactúa con,la flor,Passiflora mixta,VISITA FLORAL,SI,Hormigas refugiadas en la flor,Colección Biológica,"Rodríguez, A. 1990 JBB",,,,,,,,,,
Formicidae sp.,Interactúa con,la flor,Malvaviscus arboreus,VISITA FLORAL,SI,"Permanece en el interior de la flor, no se alcanza a observar si está recolectando un recurso de la flor o si es refugio para el insecto",Multimedia,	Sputniktilt. (2018) Determinado Sputniktilt.,,,,,,,,,,
Halictidae sp.,Interactúa con,la flor,Passiflora mixta,VISITA FLORAL,SI,Macho de abeja halíctida refugiado en la flor,Colección Biológica,"Rodríguez, A. 1990 JBB",,,,,,,,,,
Pteromalidae sp.,Es parasitoide de,general,Conotrachelus ca. psidii,OTRAS INTERACCIONES,SI,La identidad del hospedero se menciona tentativamente en la fuente.,Artículo Científico,"Pujade-Villar, J., Caicedo, G. (2017) Insectos gallícolas, fitófagos y parasitoides asociados a frutos de Myrcianthes (Myrtaceae) en Colombia. Dugesiana 24, 239-250.",,,,,,,,,,
Vespidae sp.,Interactúa con,la flor,Veronica sp.,VISITA FLORAL,SI,En la fuente se reporta como Veronica 'Black Beauty',Colección Biológica,"Rodríguez, A. 2513 JBB",,,,,,,,,,
Glyphipterigidae sp.,Consume,el fruto,Myrcianthes leucoxyla,HERBIVORÍA PARCIAL,SI,La coautora G. Caicedo confirmó que la interacción de este insecto ocurre con las tres especies de Myrcianthes mencionadas en la fuente,Artículo Científico,"Pujade-Villar, J., Caicedo, G. (2017) Insectos gallícolas, fitófagos y parasitoides asociados a frutos de Myrcianthes (Myrtaceae) en Colombia. Dugesiana 24, 239-250.",,,,,,,,,,
Glyphipterigidae sp.,Consume,el fruto,Myrcianthes orthostemon,HERBIVORÍA PARCIAL,SI,La coautora G. Caicedo confirmó que la interacción de este insecto ocurre con las tres especies de Myrcianthes mencionadas en la fuente,Artículo Científico,"Pujade-Villar, J., Caicedo, G. (2017) Insectos gallícolas, fitófagos y parasitoides asociados a frutos de Myrcianthes (Myrtaceae) en Colombia. Dugesiana 24, 239-250.",,,,,,,,,,
Glyphipterigidae sp.,Consume,el fruto,Myrcianthes rhopaloides,HERBIVORÍA PARCIAL,SI,La coautora G. Caicedo confirmó que la interacción de este insecto ocurre con las tres especies de Myrcianthes mencionadas en la fuente,Artículo Científico,"Pujade-Villar, J., Caicedo, G. (2017) Insectos gallícolas, fitófagos y parasitoides asociados a frutos de Myrcianthes (Myrtaceae) en Colombia. Dugesiana 24, 239-250.",,,,,,,,,,
Chrysopidae sp.,Consume,general,Passiflora adulterina,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Chrysopidae sp.,Consume,general,Passiflora alata,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Chrysopidae sp.,Consume,general,Passiflora arborea,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Chrysopidae sp.,Consume,general,Passiflora bogotensis,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Chrysopidae sp.,Consume,general,Passiflora cuspidifolia,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Chrysopidae sp.,Consume,general,Passiflora ligularis,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Chrysopidae sp.,Consume,general,Passiflora loefgrenii,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Chrysopidae sp.,Consume,general,Passiflora semiciliosa,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Chrysopidae sp.,Consume,general,Passiflora tripartita,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Aeshnidae sp.,Consume,general,Culex quinquefasciatus,DEPREDACIÓN,SI,La interacción ocurre entre los estadios larvales de ambos organismos,Literatura Gris,"Basallo-Espitia., P.J. (2017) Control Biológico De Larvas De Culex SP, Mediante El Uso De Náyades De Odonata En Condiciones De Laboratorio. Tésis de Grado. Universidad Distrital Francisco José de Caldas. Bogotá, Colombia.",,,,,,,,,,
Coenagrionidae sp.,Consume,general,Culex quinquefasciatus,DEPREDACIÓN,SI,La interacción ocurre entre los estadios larvales de ambos organismos,Literatura Gris,"Basallo-Espitia., P.J. (2017) Control Biológico De Larvas De Culex SP, Mediante El Uso De Náyades De Odonata En Condiciones De Laboratorio. Tésis de Grado. Universidad Distrital Francisco José de Caldas. Bogotá, Colombia.",,,,,,,,,,
Libellulidae sp.,Consume,general,Culex quinquefasciatus,DEPREDACIÓN,SI,La interacción ocurre entre los estadios larvales de ambos organismos,Literatura Gris,"Basallo-Espitia., P.J. (2017) Control Biológico De Larvas De Culex SP, Mediante El Uso De Náyades De Odonata En Condiciones De Laboratorio. Tésis de Grado. Universidad Distrital Francisco José de Caldas. Bogotá, Colombia.",,,,,,,,,,
Phlaeothripidae sp.,Consume,la flor,Tecoma stans,VISITA FLORAL,SI,,Artículo Científico,"Pinzón, O., Quintero, P. (2001) Caracterización biológica, hábitos, enemigos naturales y fluctuación poblacional de Aconophora elongatiformis Dietrich en Tecoma stans (L.) Juss. Ex HbK. Colombia Forestal 7, 33-54.",,,,,,,,,,
Thripidae sp.,Anida en,la flor,Bejaria resinosa,ANIDAMIENTO,SI,"Este insecto penetra por la boca de la flor o hace perforaciones en la base de la corola, cerca al nectario de la flor.",Literatura Gris,"Brand, M. (1992) Algunas interacciones entre el gremio de colibríes y las ericáceas Macleania rupestris y Befaria resinosa en el páramo ""El Granizo"", Cundinamarca Colombia. Tesis B.Sc. Universidad Nacional de Colombia, Bogotá D.C.",,,,,,,,,,
Thripidae sp.,Anida en,la flor,Macleania rupestris,ANIDAMIENTO,SI,"Este insecto penetra por la boca de la flor o hace perforaciones en la base de la corola, cerca al nectario de la flor.",Literatura Gris,"Brand, M. (1992) Algunas interacciones entre el gremio de colibríes y las ericáceas Macleania rupestris y Befaria resinosa en el páramo ""El Granizo"", Cundinamarca Colombia. Tesis B.Sc. Universidad Nacional de Colombia, Bogotá D.C.",,,,,,,,,,
Hirundinidae sp.,Nidifica con,general,Cenchrus clandestinus,NIDIFICACIÓN,SI,,Multimedia,"Rivera, Y. (2018) Determinado por Contreras, N.",,,,,,,,,,
Dicranaceae sp.,Crece sobre,el tallo,Gynoxys fuliginosa,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1832A JBB",,,,,,,,,,
Dicranaceae sp.,Crece sobre,el tallo,Vallea stipularis,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Fajardo-Gutierrez, F. 1812A JBB",,,,,,,,,,
Cryphaeaceae sp.,Crece sobre,el tallo,Salix humboldtiana,EPIFITISMO/EPIZOISMO,SI,,Colección Biológica,"Cabrera-Amaya, D.M. 4415 JBB",,,,,,,,,,
Oligonychus sp.,Consume,la hoja,Rosa sp.,HERBIVORÍA PARCIAL,SI,,Literatura Gris,"Zenner de Polanía, I. (1971) Reconocimiento e identificación de plagas en ornamentales de valor económico en la Sabana de Bogotá y zonas aledañas. No. Doc. 957, CO-BAC, Santafé de Bogotá.",,,,,,,,,,
Tetranychus sp.,Consume,la savia,Tecoma stans,HERBIVORÍA PARCIAL,SI,,Artículo Científico,"Pinzón, O., Quintero, P. (2001) Caracterización biológica, hábitos, enemigos naturales y fluctuación poblacional de Aconophora elongatiformis Dietrich en Tecoma stans (L.) Juss. Ex HbK. Colombia Forestal 7, 33-54.",,,,,,,,,,
Tetranychus sp.,Consume,general,Passiflora adulterina,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Tetranychus sp.,Consume,general,Passiflora alata,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Tetranychus sp.,Consume,general,Passiflora arborea,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Tetranychus sp.,Consume,general,Passiflora bogotensis,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Tetranychus sp.,Consume,general,Passiflora cuspidifolia,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Tetranychus sp.,Consume,general,Passiflora ligularis,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Tetranychus sp.,Consume,general,Passiflora loefgrenii,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Tetranychus sp.,Consume,general,Passiflora semiciliosa,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Tetranychus sp.,Consume,general,Passiflora tripartita,DEPREDACIÓN,SI,,Literatura Gris,"Diaz, A. (2017) Entomofauna asociada a especies vegetales de la familia Passifloraceae en la colección viva del Jardín Botánico de Bogotá. B.Sc. Tesis. Universidad Nacional abierta y a distancia. Escuela de Ciencias Agrícolas pecuarias y del Medio Ambiente.",,,,,,,,,,
Anovia sp.,Consume,general,Icerya purchasi,DEPREDACIÓN,SI,,Libro,"Posada-O., L., García-R., F. (1976). Lista de predadores, parásitos y patógenos de insectos registrados en Colombia. John Wiley & Sons.",,,,,,,,,,
